Carspaces,Bathrooms,Bedrooms,Address,Price,Type,Date_time,Date,Area,Name
1,1,1,"501/316 Johnston Street, Abbotsford","$440,000-$480,000",Apartment,,,48m²,Andy Yuan
2,4,5,"10 Bernborough Avenue, Balwyn",,House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Suki Zhuang
,,,,,,,,,
1,1,3,"1605/828 Whitehorse Road, Box Hill","Private Sale $630,000 to $660,000",Apartment,,,88.9m²,Jenny Zhang
1,1,3,"61 Fletcher Street, Hawthorn East","$1,595,000",House,,,,Hugo Rouffignac
3,,4,"26 Larch Crescent, Mount Waverley","$2,500,000",House,Inspection Wed 17 Sep 2:00 pm,Inspection Wed 17 Sep,739m²,Joy Zhang
4,2,4,"173 Mitchell Street, Northcote","SALE $2,000,000 - $2,200,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,628m²,Leon Phillips
3,2,4,"1 Lee Ann Street, Blackburn South",$1.05m - $1.15m,House,Inspection tomorrow 3:00 pm,Inspection tomorrow,581m²,Michael Steenhuis
,,,,,,,,,
1,1,3,"21 Therese Avenue, Mount Waverley",,House,Inspection tomorrow 12:00 pm,Inspection tomorrow,725m²,Steve Hatzi
3,2,3,"85 Hughes Avenue, Chelsea","$1,195,000-$1,295,000",House,,,538m²,Danny O'Brien
2,3,4,"1, 2 & 3/32 Victoria Street, Box Hill","$1,900,000 - $2,200,000",Townhouse,,,,Tori Liu
2,2,3,"32/17-25 Yarra Street, Hawthorn","$975,000 - $1,000,000",Apartment,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Shawn White
4,2,4,"25 Myrtle Street, Ivanhoe","Private Sale $2,550,000",House,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,850m²,Nunzio Sulfaro
,,,,,,,,,
2,3,4,"8/2-4 Doynton Parade, Mount Waverley",$1.698 Million to 1.85 Million,Townhouse,,,336m²,Eric Li
1,1,1,"203/332 High Street, Northcote","Private Sale $385,000 - $420,000",Apartment,Inspection Wed 17 Sep 4:45 pm,Inspection Wed 17 Sep,,Anthony De Iesi
,,968m²,"2 Bluff Street, Hawthorn East","$4,285,000",Residential land,,,968m²,Hamish Tostevin
1,3,3,"8/58 Nepean Highway, Seaford","$799,000 - $869,000",Townhouse,,,168m²,Austin Phillips
2,3,4,"19/5 Hay street, Box Hill South","$800,000 - $880,000",Townhouse,Inspection tomorrow 4:00 pm,Inspection tomorrow,,Mary Wang
,,,,,,,,,
1,1,1,"1/4 Kent Street, Glen Iris","$395,000",Unit,,,,Flynn Curry
,,807m²,"12 St Clair Crescent, Mount Waverley",,Residential land,,,807m²,Alan Zhang
2,1,3,"7 Larool Crescent, Seaford","$915,000 - $945,000",House,,,633m²,Michelle Stephens
4,1,3,"118 Westgarth Street, Northcote",,House,,,707m²,Steve Earl
2,2,3,"8B Duncan Street, Fairfield","$1,350,000",Townhouse,Inspection Thu 18 Sep 6:00 pm,Inspection Thu 18 Sep,,Justin Mellar
,,,,,,,,,
2,5,5,"7 Highbury Street, Balwyn North","$4,300,000 - $4,700,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Aaron Zhao
,,,,,,,,,
1,1,1,"108/10-12 Albert Street, Hawthorn East","$365,000",Apartment,,,,Chris Manolopoulos
3,2,4,"1/1197 Riversdale Road, Box Hill South",,House,,,430m²,Ya Fei Dong
1,1,2,"3/26 Cornell Street, Camberwell","$749,000",Unit,Inspection Thu 18 Sep 11:30 am,Inspection Thu 18 Sep,,Wendy Zhou 周中文
2,2,3,"1/229 Auburn Road, Hawthorn","$1,550,000 - $1,650,000",House,,,,Kate Hurburgh
,,,,,,,,,
2,2,6,"1520 High Street, Glen Iris",,House,,,810m²,Adrian Goegan
1,1,2,"208/36 Regent Street, Richmond","$460,000 - $500,000",Apartment,Inspection Sat 20 Sep 11:45 am,Inspection Sat 20 Sep,,Daniel Atsis
2,1,2,"13/88-92 Victoria Road, Hawthorn East","$550,000 - $600,000",Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,Tristan Messerle
4,2,4,"4 Shiers Street, Alphington","Private Sale $2,775,000",House,,,,Luke Sacco
1,1,2,"7/30-32 The Esplanade, Clifton Hill","Private Sale $690,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Sonya Laferla
,,,,,,,,,
3,,4,"6 The Ridge, Canterbury","$4,900,000 - $5,300,000",House,,,832m²,Mike Beardsley
4,2,4,"22 Schooner Bay Drive, Patterson Lakes","$2,180,000 to $2,220,000",House,,,,Justin Maher
2,2,3,"1c Linda Crescent, Hawthorn",,House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Jonathon O'Donoghue
1,1,2,"3/1219-1221 Riversdale Road, Box Hill South","$300,000 - $330,000",Apartment,,,,Michael Ganavas
3,,5,"1/22 Kenny Street, Balwyn North","$2,400,000 - $2,500,000",Townhouse,Inspection Thu 18 Sep 12:15 pm,Inspection Thu 18 Sep,370m²,Daiman Kane
,,,,,,,,,
1,1,2,"48 Riversdale Road, Hawthorn",,,,,,
1,1,1,"210/1066-1068 Heidelberg Road, Ivanhoe","$595,000",Apartment,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,70m²,Bryce Patterson
1,1,2,"505/9 Foundation Boulevard, Burwood East","$570,000 - $620,000",Apartment,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Anthony Molinaro
2,2,4,"24 Oldis Avenue, Northcote","$2,400,000 - $2,600,000",House,Inspection Wed 17 Sep 6:00 pm,Inspection Wed 17 Sep,,Gino De Iesi
1,2,2,"2 Lulie Street, Abbotsford",,,,,89m²,
,,,,,,,,,
4,,5,"12 Eley Road, Burwood East","Private Sale $2,000,000 - $2,200,000",House,Inspection Sat 20 Sep 1:15 pm,Inspection Sat 20 Sep,448m²,David Sun
1,1,1,"104/525 Whitehorse Road, Surrey Hills","$399,000 - $438,000",Apartment,,,,Kul Pathania
2,3,4,"23 Pembroke Street, Surrey Hills",,House,,,,Jerry Lin
1,1,1,"12/158 Separation Street, Northcote","Offers Invited $355,000 - $365,000",Apartment,Inspection Wed 17 Sep 6:20 pm,Inspection Wed 17 Sep,,John Bisignano
5,5,5,"4/58 Alexandra Parade, Clifton Hill","$6,199,000 - 5 TOWNHOUSE BLOCK ($17,700 RENT P/M)",Block of units,,,,Jordan Chircop
,,,,,,,,,
2,1,2,"5 Woodlands Avenue, Kew East","$1,395,000",House,,,425m²,Rino Presutto
,,,,,,,,,
,1,2,"59 Gardner Street, Richmond","$1,150,000 - $1,250,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,James Vine
3,2,3,"38 Tower Road, Balwyn North","$2,250,000 - $2,450,000",House,,,638m²,Aaron Zhao
2,,3,"23 Maleela Avenue, Balwyn",,,,,"2,220.38m²",
2,2,3,"1/43 Linden Avenue, Ivanhoe","$1,050,000",Townhouse,,,,Gordon Hope
,,,,,,,,,
2,3,3,"64-66 Glyndon Road, Camberwell",,,,,,
3,,6,"349 Union Road, Balwyn",,House,,,"2,064m²",Thomas Wong
1,2,2,"G01/115 Burwood Highway, Burwood East","$450,000 - $490,000",Apartment,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,,Anthony Molinaro
1,2,3,"43 Leslie Street, Richmond",$1.6m-$1.65m,House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Allan Cove
2,2,3,"74 St Helens Road, Hawthorn East","$2,100,000 - $2,300,000",House,Inspection Wed 17 Sep 5:15 pm,Inspection Wed 17 Sep,335m²,Hugo Rouffignac
,,,,,,,,,
,1,1,"103/36 Regent Street, Richmond","Private Sale $325,000-$355,000",Apartment,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Ignacio Rodriguez
2,2,2,"603/765-769 Toorak Road, Hawthorn East","$750,000-$790,000",Apartment,,,,Richard Rose
1,1,1,"206/1A Launder Street, Hawthorn","$435,000 - $470,000",Apartment,,,49m²,Helen Chen
1,1,2,"259 Burnley Street, Richmond","$850,000 - $930,000",House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,163m²,James Vine
1,1,1,"405/18 Tanner Street, Richmond",,Unit,,,57m²,James Vine
,,,,,,,,,
2,2,4,"1 Dorothea Street, Canterbury",,House,,,610m²,Rachael Fabbro
1,1,2,"G06/25 Trent Street, Glen Iris","$630,000",Apartment,,,,Martin Giles
1,1,1,"409/12 Trenerry Crescent, Abbotsford","$400,000 to $420,000",Apartment,,,,Joe Bonifazio
1,2,2,"406/12 Nelson Road, Box Hill","$700,000 - $750,000",Apartment,,,,Kelly Sun
2,3,4,"2 Lomond Street, Glen Iris","$2,500,000 - $2,700,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Chris Burne
,,,,,,,,,
,1,1,"490 Elgar Road, Box Hill","$130,000",Apartment,,,,Alistair Wu
1,2,2,"1211/3 Young Street, Box Hill","$590,000 - $620,000",Apartment,,,,Tony Kwan
2,2,2,"805/633 Church Street, Richmond",,Apartment,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,,Jack Moss
1,2,3,"6 Type Street, Richmond","$1,400,000 - $1,540,000",House,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,James Vine
2,2,3,"2/26 Gwynne Street, Mount Waverley",,Unit,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,340m²,Nicholas Richards
,,,,,,,,,
2,,4,"264 Gladesville Boulevard, Patterson Lakes","$3,688,888-$3,888,888",House,,,863m²,Danny O'Brien
,,,,,,,,,
3,2,3,"128 Church Street, Hawthorn",,,,,,
2,3,5,"lv29/36 Prospect Street, Box Hill","$3,000,000—$3,300,000",Apartment,,,440m²,Paul Wu
,1,1,"1025/850 Whitehorse Road, Box Hill","$350,000",Apartment,,,,Stan Song
2,3,3,"2/3 Coolarn Street, Mount Waverley",,Townhouse,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Billy Chang
,,,,,,,,,
1,2,2,"505/111 Parkview Road, Alphington",,Apartment,,,,Tyson Maschler
,,836m²,"360 Tooronga Road, Hawthorn East","$2,550,000",Residential land,,,836m²,Kinson Guo
2,2,3,"1008/545 Station Street, Box Hill","$830,000 - $880,000",Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,Darryn Hung
1,2,2,"305/771 Toorak Road, Hawthorn East","$540,000 to $585,000",House,,,,Kelly Cheng
1,1,2,"17/565 Camberwell Road, Camberwell","$500,000 - $550,000",Unit,,,,Tom Lehpamer
,,,,,,,,,
2,3,4,"1/3 Lorna Street, Seaford","$795,000 - $849,000",Townhouse,,,,Ekansh Kohli
2,2,3,"G09/66-68 Waterloo Road, Northcote","Private Sale $1,319,000",Townhouse,Inspection Thu 18 Sep 5:15 pm,Inspection Thu 18 Sep,,Robert Enes
1,1,2,"56/1501-1503 Malvern Road, Glen Iris",,Apartment,,,,Tyson Maschler
1,2,2,"2/27 Swansea Road, Chelsea","$1,000,000 - $1,050,000",Townhouse,,,,Daniel Wright
,2,3,"1 Rucker Street, Northcote","Auction  $2,000,000 - $2,200,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Roland Paterson
,,,,,,,,,
1,1,2,"2/16 Jersey Street, Balwyn",,Unit,Inspection Sat 20 Sep 4:15 pm,Inspection Sat 20 Sep,,David Banks
1,1,2,"12/5 Travellyn Court, Blackburn South","Auction $620,000 - $680,000",Unit,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Tabinda Naaz
2,4,5,"8 Sharp Street, Northcote",THE DEAL: $3M - $3.3M,House,,,,Dylan Francis
1,1,2,"2/28-36 James Street, Box Hill",,Townhouse,Inspection Wed 17 Sep 4:45 pm,Inspection Wed 17 Sep,,Steven Yuen
2,2,3,"1/24 Winfield Road, Balwyn North","Auction $1,300,000 to $1,400,000",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Leo Xu
,,,,,,,,,
1,1,1,"115/45 Linden Avenue, Ivanhoe",THE DEAL: $360K - $395K,Apartment,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,,Fedja Bilic
1,2,2,"104b/21 Bell Street, Ivanhoe","$450,000 - $495,000",Apartment,,,,Stasi Adgemis
1,1,1,"13/86 Burnley Street, Richmond",,Apartment,,,,River Perry
1,2,2,"828 Whitehorse Road, Box Hill",,,,,76.1m²,
1,1,2,"214/1 Bent Street, Northcote","$500,000 - $550,000",Apartment,Inspection Sat 20 Sep 9:30 am,Inspection Sat 20 Sep,,Chris Vrantsis
,,,,,,,,,
2,1,3,"139 Fordham Avenue, Camberwell",,House,,,876m²,Chris Cain
,,,,,,,,,
2,1,3,"16 Colac Court, Patterson Lakes","$835,000 - $915,000",House,,,,Michael Marziale
2,1,3,"174 Westgarth Street, Northcote","Auction $1,690,000 to $1,859,000",House,,,558m²,Tony Che
8,8,8,"15 Wellington Road, Box Hill",,House,,,905m²,Ellie Gong
1,2,2,"1/140-144 Yarra Street, Abbotsford","EOI $1,250,000 - $1,320,000",Townhouse,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,,Joe Horton
,,,,,,,,,
2,3,4,"2/41 Pembroke Street, Surrey Hills","$1,400,000 - $1,500,000",Townhouse,Inspection Sat 4 Oct 11:30 am,Inspection Sat 4 Oct,,Spring Chen
2,2,4,"14-16 Denmark Hill Road, Hawthorn East",,,,,,
2,3,4,"2/112 Warrigal Road, Camberwell","NEW PRICE $1,450,000 - $1,550,000 EOI 5th of Sep",Townhouse,,,,Leo Bi
2,,2,"7/3 Hay Street, Box Hill South","$635,000 - $655,000",Apartment,,,100m²,Nima Goharpey
4,1,5,"61 Randall Avenue, Chelsea","$1,300,000 - $1,400,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,696m²,Ashley Patane
,,,,,,,,,
1,2,2,"G2/122 Rochester Road, Balwyn","$1,450,000 - $1,550,000",Apartment,,,,David Banks
1,1,1,"301/174 Burnley Street, Richmond",,Apartment,,,,Daniel Atsis
2,2,3,"7 Sefton Place, Camberwell","$3,900,000 - $4,290,000",House,,,"1,034m²",Annabelle Feng
1,2,3,"37 Wingan Avenue, Camberwell","$1,900,000 - $1,950,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,585m²,Kenneth Kong
2,2,5,"33 Worthing Avenue, Burwood East",,House,,,,Vivian Li
,,,,,,,,,
2,,2,"510/1 Acacia Place, Abbotsford","$775,000",Apartment,,,,Henry Qian
2,8,8,"1-8/267-269 Lennox Street, Richmond",,Block of units,,,,Barbara Thomas
1,1,2,"1/11 Grandview Grove, Hawthorn East","$600,000 - $640,000",Apartment,,,,Stefan Bontempelli
1,1,2,"4/5 Hazel Street, Camberwell",,Unit,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Jake Homutowsky
2,3,4,"4/223 Burke Road, Glen Iris","From $2,350,000",Townhouse,,,259m²,Sara Pedram
,,,,,,,,,
2,3,4,"3/4 Bruce Street, Balwyn","$2,300,000 - $2,400,000",Townhouse,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Vicky Chen
1,,1,"104/5-7 Irving Avenue, Box Hill",,Apartment,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,,Amber Fan
2,,3,"1/21 Bondi Road, Bonbeach","Sale $1,100,000 - $1,210,000",Townhouse,,,,Peter Liu
1,2,3,"415/33 Harrow Street, Box Hill",,Apartment,,,,Alan Zhang
2,2,4,"29 Albion Road, Glen Iris",,House,,,604m²,Jesse Matthews
,,,,,,,,,
3,3,3,"1542-1544 High Street, Glen Iris",,,,,,
,,,,,,,,,
1,2,3,"G08/66 Waterloo Road, Northcote","$1,100,000 - $1,180,000",Townhouse,Inspection Wed 17 Sep 4:00 pm,Inspection Wed 17 Sep,,Anthony De Iesi
1,2,2,"2709/3 Young Street, Box Hill","$650,000-$680,000",Apartment,,,,Bella Cheung
1,2,3,"6/1 Victoria Place, Richmond","Expressions of Interest $575,000 - $625,000",Apartment,Inspection Wed 17 Sep 1:30 pm,Inspection Wed 17 Sep,104m²,Takumi Trevena
2,2,3,"255C Rathmines Street, Fairfield","Private Sale $1,259,000",House,Inspection tomorrow 5:00 pm,Inspection tomorrow,,Tom Alexiadis
,,,,,,,,,
2,1,3,"66 Kananook Avenue, Seaford","$990,000",House,Inspection Sat 20 Sep 9:15 am,Inspection Sat 20 Sep,817m²,Nataliya Koropets
2,3,3,"18 Scott Grove, Glen Iris",,,,,,
1,2,4,"418 Tooronga Road, Hawthorn East","$1,800,000 - $1,900,000",House,Inspection tomorrow 10:00 am,Inspection tomorrow,711m²,David Banks
2,2,3,"1/62 Armstrongs Road, Seaford","$820,000 - $860,000",Unit,,,,Michelle Stephens
1,1,2,"5/206 Whitehorse Road, Balwyn","$575,000 - $625,000",Apartment,Inspection tomorrow 11:45 am,Inspection tomorrow,,David Banks
,,,,,,,,,
1,1,1,"502/311 Burwood Road, Hawthorn","$345,000 - $360,000",Apartment,Inspection Sat 20 Sep 11:15 am,Inspection Sat 20 Sep,,Alexander Subotsch
2,3,4,"Address available on request, Mount Waverley",,Townhouse,,,,Tim Lu
1,1,2,"4/58 Type Street, Richmond","$425,000",Apartment,,,,Chris Burne
1,2,2,"108/138 Camberwell Road, Hawthorn East","$530,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Jason Wu
8,7,5,"85 Mont Albert Road, Canterbury","$8,480,000",House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Andrew Gibbons
,,,,,,,,,
2,3,5,"19 Rose Street, Ivanhoe",$4.5m,House,,,800m²,Nathan Papadopoulos
,1,3,"125 Coppin Street, Richmond","$1,200,000 - $1,300,000",House,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,224m²,Jodie McCarthy
2,3,4,"21 Perry Street, Alphington",,House,,,,Mark Verrocchi
1,1,1,"206/332 High Street, Northcote","Offers Wanted! $380,000 to $418,000",Apartment,,,,Jaime Lok
1,1,1,"310/332 High Street, Northcote","Motivated Seller! $375,000 to $399,000",Apartment,,,,Jaime Lok
,,,,,,,,,
3,,6,"33 Doncaster Road, Balwyn North","$1,600,000 - $1,750,000",House,Inspection Thu 18 Sep 3:45 pm,Inspection Thu 18 Sep,818m²,Victoria Kwok
3,2,3,"5/128 Church Street, Hawthorn","$5,700,000 - $6,100,000",Apartment,,,,Mike Beardsley
,1,1,"202/6 John Street, Box Hill","$200,000 - $220,000",Apartment,,,,Victor Verma
2,3,4,"2/30 Aisbett Avenue, Camberwell","Auction $1,690,000 to $1,790,000",Townhouse,Inspection Thu 18 Sep 1:15 pm,Inspection Thu 18 Sep,330m²,Leo Xu
2,3,4,"2807/3 Young Street, Box Hill","$3,700,000",Apartment,,,,Thai Tan
,,,,,,,,,
4,2,4,"14 Famechon Road, Chelsea","$1,275,000 - $1,350,000",House,,,540m²,Kristyn Buckley
,,,,,,,,,
1,1,2,"310c/708 Burwood Road, Hawthorn East","EOI $650,000 - $695,000",Apartment,Inspection Thu 18 Sep 10:30 am,Inspection Thu 18 Sep,,Cameron Ingram
1,2,2,"G01B/33-57 Camberwell Road, Hawthorn East","$600,000 to $650,000",Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Peter Sowersby
2,2,3,"204/1023 Heidelberg Road, Ivanhoe","Private Sale $990,000",Apartment,,,,Monica Chen
2,2,3,"1205/443 Upper Heidelberg Road, Ivanhoe","$925,000",Apartment,,,,Shawn White
,,,,,,,,,
2,3,3,"3/143 Fordham Avenue, Camberwell",,Townhouse,Inspection Wed 17 Sep 12:30 pm,Inspection Wed 17 Sep,,Troy Rendle
2,2,3,"39 Beckwith Avenue, Alphington","Private Sale $1,250,000",Townhouse,,,,Charlie Barham
1,1,1,"2/12 Oxford Street, Box Hill","$365,000",Townhouse,Inspection Thu 18 Sep 4:45 pm,Inspection Thu 18 Sep,,Tony Kwan
1,2,2,"2303/11 Prospect Street, Box Hill","$650,000",Apartment,,,88m²,Jordan Liu
2,3,4,"68 Stroud Street, Balwyn",,House,,,387m²,Sophie Su
,,,,,,,,,
1,1,2,"101/5 Kennedy Avenue, Richmond",,Apartment,,,,Daniel Atsis
2,3,5,"21 Ruby Street, Balwyn",,House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,715m²,Sophie Su
2,2,2,"17 Ivanhoe Parade, Ivanhoe",,,,,148m²,
2,2,3,"1/11 Iramoo Street, Balwyn",,Townhouse,,,339m²,Sophie Su
1,1,2,"512/136 Burnley Street, Richmond","$400,000 - $420,000",Apartment,,,,Michael Katsaris
,,,,,,,,,
2,2,3,"203/439 Camberwell Road, Camberwell","$1,200,000 - $1,300,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Khom Falla
4,6,8,"44 Weir Street, Balwyn",,House,,,"1,002m²",Suki Zhuang
5,,5,"47 Sylvander Street, Balwyn North","$4,650,000 - $5,100,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,627m²,Stasi Adgemis
1,,1,"407/39 Appleton Street, Richmond","$440,000",Apartment,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,,Jane Skinner
2,2,2,"171  Canterbury Road, Canterbury",,,,,,
,,,,,,,,,
1,2,2,"807/8 Montrose Street, Hawthorn East",,Apartment,,,,Toni El-Helou
1,2,2,"G7/1631-1637 Malvern Road, Glen Iris","$709,000",Apartment,Inspection tomorrow 12:00 pm,Inspection tomorrow,,Dennis Shi
2,4,5,"21 Merton Street, Camberwell",,House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Sophie Su
1,2,3,"1201/17-19 Arnold Street, Box Hill",,Apartment,,,,Amanda Wei
1,,1,"701/1 Dyer Street, Richmond","$470,000 - $510,000",Apartment,,,48m²,Endru Yao
,,,,,,,,,
2,4,4,"1/298 High Street Road, Mount Waverley","Private Sale @ $1,900,000 - $2,100,000",House,,,432m²,Chris Koulloupas
,,,,,,,,,
1,,3,"202 Darebin Road, Northcote","$1,200,000 - $1,290,000",House,,,567m²,Michael Divito
1,1,2,"506/443 Upper Heidelberg Road, Ivanhoe","$550,000 - $600,000",Apartment,Inspection tomorrow 12:00 pm,Inspection tomorrow,,Kevin Lei
1,1,2,"15/8 Parring Road, Balwyn","$790,000 - $800,000",Unit,Inspection Thu 18 Sep 4:30 pm,Inspection Thu 18 Sep,,Isabella Kou
1,2,2,"201/17 Robbs Parade, Northcote","SALE $665,000 - $730,000",Apartment,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Leon Phillips
,,,,,,,,,
,1,2,"6/26 Gardner Street, Richmond","$440,000 to $484,000",Apartment,,,,Lachie Kelly
1,2,2,"511B/200 Burwood Road, Hawthorn","$670,000 - $737,000",Apartment,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,,Zeng Shi
5,5,6,"7 Harcourt Street, Hawthorn East",,House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,"4,016m²",Stuart Evans
2,,3,"5 Moritz Street, Box Hill South",,House,Inspection tomorrow 5:00 pm,Inspection tomorrow,746m²,Steven Yuen
4,2,5,"21 Forster Road, Mount Waverley",,House,,,989m²,Dennis Bao
,,,,,,,,,
2,3,4,"5 Stanley Street, Richmond","$4,900,000",House,Inspection Sat 20 Sep 2:30 pm,Inspection Sat 20 Sep,546m²,Elliot Gill
2,,3,"1101/58 Myrtle Street, Ivanhoe","$1,290,000",Apartment,,,,Darren Jones
4,2,4,"268-272 Church St, Richmond",,,,,300m²,
,1,1,"1 BEDROOM/17 Poplar Street, Box Hill","$285,000",Apartment,,,,Canwealth Prestige
,,"1,240m²","8 Crom Street, Balwyn","Price Revised: $3,150,000",Residential land,,,"1,240m²",Walter Dodich
,,,,,,,,,
1,1,2,"104/151-153 Huntingdale Road, Ashwood",,Apartment,,,72m²,Vasil Metelovski
2,2,3,"G03/221 Burke Road, Glen Iris","$1,175,000 - $1,275,000",Apartment,,,,Steve Burke
2,2,2,"259-281 Whitehorse Road, Balwyn",,,,,,
7,1,3,"11 Raymond Street, Ashwood","$1,495,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,809m²,Mario Butera
2,3,5,"1/30 Baily Street, Mount Waverley",,Townhouse,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,399m²,Rachel Ye
,,,,,,,,,
4,,4,"29 Waterdale Road, Ivanhoe","$4,800,000 - $4,950,000",House,,,,Jamin Silluzio
2,3,3,"103/42 Wills Street, Glen Iris","$1,395,000 - $1,485,000",Apartment,,,154m²,Jarrod Farey
1,1,2,"3/972 Riversdale Road, Surrey Hills","$570,000 - $625,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Tim Heavyside
2,2,3,"6/2 Groom Street, Clifton Hill","$1,395,000",Townhouse,,,,Matt McIntosh
1,1,1,"g25/45 Linden Avenue, Ivanhoe","$400,000 - $440,000",Apartment,,,,Alex Aparo
,,,,,,,,,
1,1,2,"241 Balwyn Road, Balwyn North","$1,700,000",House,,,603m²,Sophie Lan
,,,,,,,,,
2,2,3,"2/4 Bondi Road, Bonbeach","Private Sale-$1,050,000-$1,100,000",Townhouse,,,,Ben Connolly
2,2,4,"8 Moody Street, Balwyn North","$2,600,000 - $2,800,000",House,Inspection Sat 20 Sep 2:00 pm,Inspection Sat 20 Sep,649m²,Jeremy Desmier
1,1,1,"g15/35 Camberwell Road, Hawthorn East","$475,000-$505,000",Apartment,,,,Jamie Fan
1,1,2,"104/151 Burwood Road, Hawthorn","$495,000 - $525,000",Apartment,,,,Ange Lagogiannis
,,,,,,,,,
2,2,4,"11 Olive Avenue, Mount Waverley",,House,Inspection Sat 20 Sep 2:00 pm,Inspection Sat 20 Sep,703m²,Vasil Metelovski
3,,4,"3/60A Pleasant Road, Hawthorn East","$1,950,000 - $2,100,000",Townhouse,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Campbell Ward
2,1,3,"56 Lindisfarne Drive, Burwood East","Auction $1,150,000-$1,250,000",House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,534m²,Winston Wei
1,2,2,"120/138 Camberwell Road, Hawthorn East","$530,000 - $570,000",Apartment,Inspection Sat 20 Sep 3:00 pm,Inspection Sat 20 Sep,,Nick Roper
1,1,2,"3/66 Wattle Valley Road, Canterbury","$635,000",Apartment,,,,Gail Logan
,,,,,,,,,
2,2,3,"4/27 Austin Road, Seaford","$800,000 - $880,000",Unit,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,296m²,William Murnane
2,2,2,"108/443 Upper Heidelberg Road, Ivanhoe","$570,000",Apartment,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,,Shawn White
1,2,2,"15 Irving Avenue, Box Hill","$500,000 - $550,000",Apartment,,,,Aeon Capital Sales Executive
1,2,4,"34 Goodwood Street, Richmond","$2,300,000 - $2,500,000",House,Inspection Thu 18 Sep 5:15 pm,Inspection Thu 18 Sep,473m²,Elliot Gill
2,2,3,"2/25 Birdwood Street, Balwyn","$1,390,000 - $1,490,000",Unit,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Brenton Linmeiers
,,,,,,,,,
2,2,3,"29 The Highway, Mount Waverley",,House,Inspection Thu 18 Sep 5:45 pm,Inspection Thu 18 Sep,691m²,Jacob Biviano
