Carspaces,Bathrooms,Bedrooms,Address,Price,Type,Date_time,Date,Area,Name
3,2,4,"7 Woodburn Road, Hawthorn","$3,380,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,690m²,Aaron Zhao
1,1,1,"502/710 Station Street, Box Hill",,Apartment,,,,Andrew Wu
,,,,,,,,,
2,2,3,"7A Railway Parade, Seaford","$850,000 - $920,000",Townhouse,,,254m²,Cameron McCullough
1,1,3,"4 Catalina Avenue, Ashburton","$1,490,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,675m²,Mannie Psarakis
4,,5,"38 Frederick Street, Balwyn","$3,950,000 - $4,200,000",House,Inspection Sat 20 Sep 2:45 pm,Inspection Sat 20 Sep,674m²,Jack Zhang
1,1,2,"108/55 Camberwell Road, Hawthorn East",,Apartment,Inspection Sat 20 Sep 1:45 pm,Inspection Sat 20 Sep,,Cici Chen
,1,3,"504 Swan Street, Richmond","$1,750,000 - $1,850,000",House,,,232m²,Jodie McCarthy
,,,,,,,,,
2,4,4,"2/98 Doncaster Rd, Balwyn North",,Townhouse,,,,Eean Win
1,1,2,"3/27 Lee Avenue, Mount Waverley","$720,000-$790,000",Unit,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,204m²,Aaron Chuah
1,1,2,"10/22 Thomson Street, Northcote","$590,000 - $615,000",Apartment,Inspection Wed 17 Sep 6:30 pm,Inspection Wed 17 Sep,,Angelo Bafunno
1,2,2,"425/20 Shamrock Street, Abbotsford","$520,000 - $545,000",Apartment,,,,Harman Singh
3,2,6,"528-530 Waverley Road, Mount Waverley",,House,,,"1,814m²",Eric Li
,,,,,,,,,
3,2,3,"402/166 Victoria Road, Camberwell","$2,950,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,234m²,Myles Howell
,,,,,,,,,
3,,3,"107/166 Victoria Road, Camberwell","$3,900,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,222m²,Myles Howell
2,,2,"2611/545 Station Street, Box Hill",,Apartment,,,,Jason Chow
3,,4,"139 Doncaster Road, Balwyn North","$ 3,800,000 to $ 4,180,000",House,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,771m²,Leo Xu
2,2,3,"101/281 Tooronga Road, Glen Iris","Private Sale $850,000 - $900,000",Apartment,,,81m²,Susie Novak
,,,,,,,,,
1,1,1,"108/339 Burnley Street, Richmond","$410,000-$440,000",Apartment,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Lisa Suryawan
1,,2,"40/589-591 Glenferrie Road, Hawthorn","$250,000 - $275,000",Apartment,,,,Faye Yang
2,3,3,"G04, 101, 103/162 Maltravers Road, Ivanhoe",,Apartment,,,,James Bird
1,3,4,"294B Highbury Road, Mount Waverley","$1,470,000",Townhouse,,,,Jared Wei
3,3,5,"6/2A-2B Cunningham Street, Northcote","$4,750,000 - $5,200,000",House,,,,Sam Rigopoulos
,,,,,,,,,
2,3,4,"3/2A-2B Cunningham Street, Northcote","$3,700,000 - $4,000,000",House,,,,Sam Rigopoulos
2,2,3,"3/20 Cannes Avenue, Bonbeach","$1,075,000 - $1,180,000",Townhouse,,,19m²,Nicola Stacey
1,2,2,"402/771 Toorak Road, Hawthorn East","$550,000-$570,000",Apartment,,,67m²,Corene Chan
2,3,3,"2508/826 Whitehorse Road, Box Hill","$1,025,640",Apartment,,,,Anthony Wong
1,1,2,"5/232-234 Belmore Road, Balwyn","$800,000 - $880,000",Unit,Inspection Thu 18 Sep 10:45 am,Inspection Thu 18 Sep,226m²,Daiman Kane
,,,,,,,,,
2,1,3,"17  Railway Parade, Seaford","$980,000 - $1,075,000",House,,,160m²,Dimitris Koptis
5,,5,"1B Victoria Av, Canterbury",Expressions of Interest $6.5M-$6.9M,House,,,,Mike Jing
2,1,3,"4 Sylvan Street, Balwyn North",,House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,929m²,Helen Yan
2,2,3,"101/71 Station Street, Fairfield",,Apartment,,,150m²,Sara Pedram
1,1,1,"708/770C Toorak Road, Glen Iris","$430,000 to $450,000",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Tyson Maschler
,,,,,,,,,
5,,6,"23-25 Rubens Grove, Canterbury",,House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Elsa Li
1,1,2,"704/9 Ellingworth Parade, Box Hill",,Apartment,,,,Troy Zhu
1,1,3,"9/959-961 Burke Road, Camberwell","$1,250,000 - $1,350,000",Apartment,,,103m²,John Kravaritis
2,3,4,"5/8 Camelia Street, Box Hill","Auction this Saturday $1,380,000-$1,480,000",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Fred Zeng
2,3,4,"36A Webster Street, Camberwell","$2,250,000 - $2,400,000",House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Steve Burke
,,,,,,,,,
2,2,3,"3/14 Paper Trail, Alphington","$1,495,000",Apartment,,,,Toni Leskovec
,,,,,,,,,
1,2,3,"5/51 Golden Avenue, Chelsea","$930,000",Unit,,,,Peter Gourdouros
1,2,2,"306/1 Archibald Street, Box Hill","$500,000",Apartment,,,,Fei Liao
2,3,4,"8 Garth Street, Ivanhoe","$1,795,000 - $1,965,000",Townhouse,,,,Malinda Martin
1,1,2,"205/9-11 Ellingworth Parade, Box Hill","FOR SALE $468,000",Apartment,,,,Chris Smout
,,,,,,,,,
1,2,3,"5 Stricta Court, Frankston North",,House,Inspection Sat 20 Sep 2:30 pm,Inspection Sat 20 Sep,,Andrew Melas
1,1,1,"730/20 Shamrock Street, Abbotsford",,Apartment,,,,Joe Sortino
2,,2,"37-41 Buckingham Street, Richmond","$1,350,000 - $1,450,000",Townhouse,,,,Dion Besser
2,2,3,"101/890 Toorak Road, Camberwell","$1,350,000 - $1,450,000",Apartment,,,122m²,Jensen Woo
1,1,2,"506/205 Burnley Street, Richmond",,Apartment,,,,Corene Chan
,,,,,,,,,
2,2,3,"2/1025 Riversdale Road, Surrey Hills","$1,399,500",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Spring Chen
1,1,2,"206/19-21 Poplar Street, Box Hill","$425,000 - $445,000",Apartment,Inspection Sat 20 Sep 11:20 am,Inspection Sat 20 Sep,,Joo Ming Lim
2,1,3,"85 Yerrin Street, Balwyn","$2,700,000",House,,,696m²,Lawrence Zhu
2,4,4,"1 & 2/5 Smyth Street, Mount Waverley",,Townhouse,,,,Joy Zhang
2,3,4,"28 Admirals Quay, Patterson Lakes","$1,450,000 - $1,580,000",House,,,,Michelle Stephens
,,,,,,,,,
2,,4,"182 Darebin Road, Northcote","PRIVATE SALE: $2,000,000 - $2,200,000",House,,,839m²,Giorgio Fanourakis
1,1,1,"402/12 Trenerry Crescent, Abbotsford","$400,000 - $440,000",Apartment,,,,Alexander Subotsch
2,2,3,"104/363 High Street, Ashburton","$1,450,000 - $1,550,000",Apartment,Inspection Wed 17 Sep 1:30 pm,Inspection Wed 17 Sep,,Darren Blair
2,,3,"G06/1-5 Threadneedle Street, Balwyn","$3,050,000",Apartment,Inspection Sat 20 Sep 2:00 pm,Inspection Sat 20 Sep,310m²,Nick Elmore
1,1,2,"1/28 Bryson Street, Canterbury","$800,000 - $850,000",Villa,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Danny See
,,,,,,,,,
2,1,2,"2/18 Charles Street, Seaford","$700,000 - $770,000",Unit,,,,Michelle Stephens
1,1,2,"4/75-93 Gladesville Boulevard, Patterson Lakes","$480,000 - $525,000",Unit,,,,Michelle Stephens
,,,"14 Vista Avenue, Mount Waverley",,Residential land,,,,Stephen Huang
1,2,2,"705/1 Drill Street, Hawthorn","$1,050,000",Apartment,,,,Nora Li
3,,3,"G01/166 Victoria Road, Camberwell","$1,950,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,248m²,Myles Howell
,,,,,,,,,
2,2,2,"103/3 Norfolk Road, Surrey Hills",,Apartment,Inspection Sat 20 Sep 2:45 pm,Inspection Sat 20 Sep,,Monica Olivetto
,,,,,,,,,
2,3,4,"236 Blackburn Road, Blackburn South","AUCTION THIS SUNDAY $1,000,000-$1,100,000",House,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,,Sergey Martynov
4,2,5,"120 North Shore Drive, Patterson Lakes","$2,190,000 - $2,290,000",House,,,248m²,Justin Maher
2,3,3,"31 QUEENS PARADE, Clifton Hill","$2,695,000",Townhouse,,,220m²,Bryce Patterson
,1,2,"18 Hodgson Terrace, Richmond","$950,000 to $1,050,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,153m²,Kyla Davis
,,,,,,,,,
1,2,2,"410/33 Harrow Street, Box Hill","NEW PRICE $460,000 - $480,000",Apartment,,,70m²,Max Pang
2,2,3,"205/71 Station Street, Fairfield","$1,200,000 - $1,300,000",Apartment,,,,Christina Tacticos
1,2,2,"804/5-7 Irving Avenue, Box Hill",,Apartment,,,,April Du
3,1,3,"801-803 Riversdale Road, Camberwell","$1,200,000 - $1,300,000",House,,,,Sean Evans
1,1,2,"103 Hoddle Street, Richmond",,Unit,,,,Chris Carvalho
,,,,,,,,,
1,2,2,"232/20 Shamrock Street, Abbotsford","$570,000-$610,000",Apartment,,,104m²,Gerry Wang
1,1,2,"G04/609 Burwood Road, Hawthorn","$500,000 - $550,000",Apartment,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Steven Yan
2,2,3,"14 Matilda Way, Bonbeach","$950,000-$1,000,000",House,,,,Daniel Wright
1,1,1,"2/77 Abinger Street, Richmond","$510,000",Apartment,,,,Chris Burne
2,2,4,"10/1 Royton Street, Burwood East","Auction: $960,000 - $1,050,000",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Winston Wei
,,,,,,,,,
1,1,2,"101/594 Riversdale Road, Camberwell",,Apartment,,,,Tyson Maschler
2,1,3,"3 East Road, Seaford","$950,000 - $1,045,000",House,,,809m²,Sarah McCallum
1,1,2,"2.1/1045 Heidelberg Road, Ivanhoe",,Apartment,,,,Jayden Payne
1,2,2,"202/17 Poplar Street, Box Hill","$490,000-$510,000",Apartment,,,,Jun Zeng
,1,1,"324/616 Glenferrie Road, Hawthorn","NEW PRICE $195,000",Apartment,,,,Leo Bi
,,,,,,,,,
2,2,3,"12/39-41 Nepean Highway, Seaford","$795,000",Unit,,,150m²,Aaron Froling
1,2,2,"1705/3 Young Street, Box Hill","$530,000-$570,000",Apartment,,,,Andy Yuan
3,,4,"11 Nepean Street, Glen Iris","$3,895,000",House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,653m²,Perry Zhou
1,2,2,"2/1 Blantyre Avenue, Chelsea","$690,000 - $745,000",Townhouse,,,86m²,Danny Cobb
2,1,3,"4 Taurus Street, Balwyn North","$1,630,000 - $1,793,000",House,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,699m²,Tony Che
,,,,,,,,,
3,3,5,"57 Berkeley Street, Hawthorn",,House,,,"2,626m²",Perry Zhou
,,,,,,,,,
1,1,2,"3-1M/20A Walker Street, Northcote",,Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,George Antonopoulos
2,5,5,"16 Porter Road, Balwyn","Auction $ 3,300,000 to $ 3,600,000",House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,660m²,Leo Xu
1,3,3,"6/27-31 Gibdon Street, Richmond","$1,525,000",Townhouse,,,,Oliver Booth
2,3,4,"3/942 Riversdale Road, Surrey Hills","$1,490,000",Townhouse,,,,Brooke Warwick
,,,,,,,,,
2,3,4,"9 Halifax Court, Ashburton",,Townhouse,,,,Max Hedley
1,1,2,"1206/377 Burwood Road, Hawthorn","$650,000 - $710,000",Apartment,,,,May Zhu
2,1,3,"1/340a Blackburn Road, Burwood East","$800,000 - $850,000",Unit,,,,Peter Gourdouros
1,2,2,"307/436 Burke Road, Camberwell","Private Sale | $780,000 - $850,000",Apartment,,,122m²,Elsa Zhang
1,1,3,"60 High Street Road, Ashwood","$1,290,000 - $1,410,000",House,,,894m²,Anna Paterson & Adam Flynn
,,,,,,,,,
2,4,4,"25 Curlew Point Drive, Patterson Lakes","$2,750,000 - $2,890,000",House,,,688m²,Linna Wu
2,2,4,"12 Nanda Court, Patterson Lakes","$1,350,000 - $1,450,000",House,,,670m²,Danny O'Brien
1,2,2,"406/58 Myrtle Street, Ivanhoe","520,000 - 570,000",Apartment,,,,Wahid Khairi
1,,1,"706/1a Launder Street, Hawthorn","Private Sale $480,000",Apartment,,,,Georgia Green
1,1,2,"1823/850 Whitehorse Road, Box Hill","$550,000",Apartment,,,128m²,Ivan Wu
,,,,,,,,,
2,1,3,"50 Leslie Street, Richmond","$1,460,000 - $1,560,000",House,,,317m²,Ken Griffith
2,2,3,"1101/109 Bell Street, Ivanhoe",,Apartment,,,,Vincent Silvestro
1,1,1,"15/17 Park Street, Hawthorn",,Apartment,Inspection Wed 17 Sep 4:00 pm,Inspection Wed 17 Sep,,Ivy Liu
4,3,4,"123 Balwyn Road, Balwyn","All Offers Welcome | $2,100,000 - $2,300,000",House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Annabelle Feng
2,3,4,"TH8/12 - 14  High Street Road, Ashburton","$1,510,000",Townhouse,,,,Jarrod Farey
,,,,,,,,,
3,2,4,"1 Parkside Avenue, Box Hill","Auction : $1,750,000-$1,850,000",House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,860m²,Neil Zheng
,1,1,"814c/11 Shamrock Street, Abbotsford","$320,000 - $350,000",Apartment,,,,Eric Kuan
2,2,3,"43 Karnak Road, Ashburton","$1,030,000-$1,130,000",Other,,,,John Pantelios
1,1,2,"3/44 Carrol Grove, Mount Waverley","$680,000-$720,000 Invite Offer",Townhouse,,,,Tony Che
2,2,3,"507/109 Bell Street, Ivanhoe",THE DEAL: $890K - $920K,Apartment,,,,Vincent Silvestro
,,,,,,,,,
2,2,4,"12A Princes Street, Abbotsford","$1,088,000",House,,,,Gilbert Ng
,,,,,,,,,
2,2,3,"4/58 Union Road, Surrey Hills","$1,495,000",Townhouse,,,,Stefan Cook
1,2,2,"508/32 Lilydale Grove, Hawthorn","$650,000 - $710,000",Apartment,,,,Jane Li
2,3,3,"3/225 Thames Promenade, Chelsea Heights",,House,,,,Khaled Arabzadeh
2,,3,"Penthouse/1058 Toorak Road, Camberwell","For Immediate Sale $1,995,000 - $2,100,000",Apartment,,,,James Paull
,,,,,,,,,
2,2,3,"10B Allowah Terrace, Richmond","$1,290,000",Townhouse,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Elliot Gill
2,2,2,"1108/443 Upper Heidelberg Road, Ivanhoe","$580,000 - $600,000",Apartment,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,,Shawn White
2,2,3,"2/20 Russell Street, Hawthorn East","$980,000",Townhouse,Inspection Thu 18 Sep 11:30 am,Inspection Thu 18 Sep,,Khom Falla
1,1,2,"103/340 Whitehorse Road, Balwyn","$530,000 - $580,000",Apartment,,,,Jerry Lin
1,1,1,"311/44 Gillies Street, Fairfield","Private Sale $450,000",Apartment,,,,Daniel Zhang
,,,,,,,,,
2,3,4,"1A Abbott Street, Balwyn North","$2,200,000 - $2,300,000",House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Cameron Way
1,2,4,"10 Allure Court, Frankston North","$580,000 - $610,000",House,,,164m²,Robert Lewis
,1,3,"37 Park Street, Seaford","$951,000 - $990,000",House,,,633m²,Brian Terry
2,4,4,"18B Oak Hill Road, Mount Waverley",,Townhouse,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,390m²,Tony Che
1,1,2,"1/3 Corhampton Road, Balwyn North","Private Sale $849,000",Unit,,,,Nick Whyte
,,,,,,,,,
1,1,1,"LG12/1 Westley Avenue, Ivanhoe",,Apartment,,,,Nick Smith
,2,3,"8-10 Quaintance Street, Mount Waverley",,House,Inspection Sat 20 Sep 2:30 pm,Inspection Sat 20 Sep,"1,574m²",Billy Chang
,1,3,"344 Whitehorse Road, Balwyn","Private Sale | $2,100,000 - $2,300,000",House,,,,Jin Ling
2,1,3,"32 Kintore Crescent, Box Hill","$2,400,000",House,,,,Conan Ong
1,2,2,"9/14-16 Temple Street, Ashwood",,Townhouse,,,,Dario Casale
,,,,,,,,,
3,2,4,"13 Harcourt Street, Hawthorn East",,House,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,"2,114m²",Davide Lettieri
3,,4,"72 Oriel Road, Ivanhoe","$1,600,000 - $1,700,000",House,,,309m²,Malinda Martin
3,,5,"6 Irilbarra Road, Canterbury",,House,,,807m²,Lawrence Zhu
2,2,3,"1.03/71  Marshall Street, Ivanhoe","$1,509,000 Construction Has Now Commenced",Apartment,,,116m²,Peter Bozinoski
1,1,1,"308/17 Robbs Parade, Northcote","$375,000 - $410,000",Apartment,,,,Anthony Vicino
,,,,,,,,,
1,1,1,"211/469-481 High Street, Northcote","EOI $350,000 - $380,000",Apartment,Inspection tomorrow 5:00 pm,Inspection tomorrow,,Steve Sfindilis
,,,,,,,,,
2,2,3,"9/2 Scott Grove, Glen Iris","$1,600,000 - $1,760,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Tim Heavyside
2,3,3,"55 Parkview Road, Alphington","$1,800,000",Townhouse,,,,Malinda Martin
1,2,2,"304/19-21 Poplar Street, Box Hill","$460,000 - $480,000",Apartment,,,77m²,Jimmy Zhou
1,2,2,"220/13 Acacia Place, Abbotsford","$725,000 - $795,000",Unit,Inspection Wed 17 Sep 1:30 pm,Inspection Wed 17 Sep,,Domenic Zanellini
,,,,,,,,,
6,,5,"1 Stephens Street, Balwyn North",,House,,,"1,089m²",Jerry Lin
3,2,3,"34 Bendigo Street, Richmond",,Townhouse,,,,Alan Crawford
5,4,4,"72 Martin Road, Glen Iris","$3,988,888 - $4,258,888 SAVE ON STAMP-DUTY",House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Cameron Howe
2,1,3,"27 Boardman Close, Box Hill South","$830,000 - $890,000",House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Daniel Bullen
,2,4,"27 Westgarth Street, Northcote","Private Sale $2,239,000",House,,,,Tom Alexiadis
,,,,,,,,,
4,5,6,"66 Gordon Street, Balwyn",,House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,718m²,Helen Yan
1,1,2,"5/8 York Street, Bonbeach","$520,000 - $560,000",Unit,,,,Nicola Stacey
1,1,2,"106/63 Glass Street, Richmond","$635,000",Apartment,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Stuart Mitchell
2,2,3,"211 McLeod Road, Patterson Lakes","$1,425,000 - $1,525,000",House,,,613m²,James Bell
1,1,2,"6/8 Maitland Street, Glen Iris",,Apartment,,,,Chris Cain
,,,,,,,,,
2,2,3,"1 Weber Crescent, Burwood East",,House,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,530m²,Calvin Huang
3,1,3,"1/35 Longleaf Street, Frankston North","$520,000 - $550,000",House,,,277m²,Damien Pusch
1,1,2,"2/31-33 Fellowes Street, Seaford","$490,000 - $535,000",Unit,,,,Michael Marziale
1,1,1,"121/102 Camberwell Road, Hawthorn East",,Apartment,,,,Charlie Richardson
2,2,3,"302/39 Riversdale Road, Hawthorn","$1,650,000 - $1,750,000",Apartment,Inspection Wed 17 Sep 10:00 am,Inspection Wed 17 Sep,,Oscar Huang
,,,,,,,,,
1,1,2,"13/1007 Heidelberg Road, Ivanhoe","$780,000 - $830,000",Townhouse,Inspection Sat 20 Sep 9:15 am,Inspection Sat 20 Sep,,Greg Taylor
1,2,3,"2901/36 Prospect Street, Box Hill","$928,000",Apartment,,,105m²,Anthony Wong
1,2,2,"1G/6 Acacia Place, Abbotsford","$900,000 - $990,000",Apartment,Inspection Wed 17 Sep 1:30 pm,Inspection Wed 17 Sep,,Domenic Zanellini
3,5,6,"92 Hill Road, Balwyn North","$3,800,000 - $3,980,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,653m²,Annabelle Feng
1,1,2,"621/14 David Street, Richmond","$540,000",Apartment,,,,Michael Sowersby
,,,,,,,,,
2,2,4,"2 Dean Avenue, Mount Waverley",,House,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,"1,452m²",Max Turner
,,,,,,,,,
,2,4,"11 Barton Street, Hawthorn","$2,850,000",House,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,620m²,Lloyd Lawton
1,2,4,"232 Canterbury Road, Canterbury","$2,400,000",House,Inspection Thu 18 Sep 2:30 pm,Inspection Thu 18 Sep,836m²,Sophie Su
1,1,3,"35 Cooloongatta Road, Camberwell","$2,055,000",House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,806m²,Will Bennison
1,2,2,"Address available on request, Box Hill","$690,000",Apartment,,,,Daniel Kon
,,,,,,,,,
2,1,3,"248 Clarke Street, Northcote",,House,,,,Justin Voglis
2,2,3,"7 Wortley Avenue, Mount Waverley",,House,,,724m²,Ming Lin
4,3,4,"16 Wentworth Avenue, Canterbury","Private sale $5,195,000",House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,852m²,Scott Patterson
2,3,5,"1A Monomeath Avenue, Canterbury",,House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,952m²,Helen Yan
2,,2,"UG03/55 Camberwell Road, Hawthorn East","$795,000 - $860,000",Apartment,Inspection Sat 20 Sep 9:45 am,Inspection Sat 20 Sep,,Charlie Allen
,,,,,,,,,
,1,4,"70 Edinburgh Street, Richmond","$2,900,000 - $3,100,000",House,,,567m²,Dimitri Damianos
2,,3,"3/1A Glasshouse Street, Richmond","$2,050,000",House,,,,Luke Schickerling
2,2,3,"2B Ryburne Avenue, Ashburton",,House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Hamish Palmer-Hill
1,1,2,"414/757 Toorak Road, Hawthorn East","PRIVATE SALE: $550,000 - $600,000",Apartment,Inspection Sat 20 Sep 9:00 am,Inspection Sat 20 Sep,,Liam Carrington
,1,1,"215/30-32 Lilydale Grove, Hawthorn East","$298,000",Apartment,,,,Andrew McCalman
,,,,,,,,,
1,1,1,"302/30 Burnley Street, Richmond","$340,000 - $360,000",Apartment,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Peter Serafino
3,,3,"1/1693-1699 Malvern Road, Glen Iris","$1,415,000",Townhouse,,,,David Macmillan
1,1,2,"508/17 Lynch Street, Hawthorn","$475,000-$522,500",Apartment,,,,Edward Zhang
2,2,3,"106/55 Camberwell Road, Hawthorn East",,Apartment,,,,Toni El-Helou
1,2,4,"12 Dominic Street, Camberwell",,House,,,,Jonathon O'Donoghue
,,,,,,,,,
2,1,3,"103 Harp Road, Kew East","Private Sale $1,650,000",House,,,,Laurence Murphy
3,3,4,"D402/60 Chandler Highway, Alphington","$3,900,000",Apartment,,,,Malinda Martin
,,852m²,"239 Highfield Road, Camberwell","$2,500,000",Residential land,,,852m²,Annabelle Feng
1,1,2,"101/12 Trenerry Crescent, Abbotsford","$480,000",Apartment,,,,Chris Burne
2,2,3,"406/625 Glenferrie Road, Hawthorn",,Apartment,,,,Michael Torcasio
,,,,,,,,,
2,,3,"1/28 Wrede Place, Richmond","$1,450,000",Townhouse,Inspection Sat 20 Sep 12:15 pm,Inspection Sat 20 Sep,,Luke Schickerling
,,,,,,,,,
2,1,2,"1/1 Sherwood Avenue, Chelsea","$660,000 - $710,000",Unit,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Josh Runatay
1,2,2,"806/12-14 Nelson Road, Box Hill","$595,000-$650,000",Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Linda Pan
2,,2,"9 Peck Walk, Alphington","$830,000 - $880,000",Townhouse,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,,Malinda Martin
2,3,5,"159 Through Road, Camberwell","$2,100,000 - $2,300,000",Townhouse,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,464m²,Spring Chen
,,,,,,,,,
1,2,2,"20/412 High Street, Northcote","$690,000-$750,000",Apartment,Inspection Sat 20 Sep 1:15 pm,Inspection Sat 20 Sep,,James Smarrelli
2,2,3,"G5/1633 Malvern Road, Glen Iris","$1,000,000 - $1,100,000",Apartment,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Jay Price
2,,4,"29 Milton Street, Canterbury",,House,,,875m²,Walter Dodich
2,1,3,"45 Ursa Street, Balwyn North",,House,,,697m²,Walter Dodich
1,3,3,"9 Mcgoun Street, Richmond","Expressions of Interest $1,400,000 - $1,500,000",Townhouse,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,,Elliot Gill
,,,,,,,,,
5,5,5,"32 Nungerner Street, Balwyn","$4,150,000",House,Inspection Thu 18 Sep 11:45 am,Inspection Thu 18 Sep,678m²,Walter Dodich
1,2,2,"16/41 Harrow Street, Box Hill","$570,000 - $590,000",Apartment,,,87m²,Amanda Wei
3,,5,"1088 Burke Road, Balwyn North",,House,,,939m²,Carmela Dimasi
1,1,3,"935 Canterbury Road, Box Hill",$1.2m - $1.3m,House,Inspection tomorrow 5:30 pm,Inspection tomorrow,867m²,Declan Treacey
,1,1,"205/443 Upper Heidelberg Road, Ivanhoe","360,000-380,000",Apartment,,,,Jing Zou
,,,,,,,,,
2,2,3,"65 Milroy Crescent, Seaford","$1,090,000 - $1,190,000",House,,,,Michelle Stephens
2,2,5,"9 Blue Hills Avenue, Mount Waverley",,House,,,768m²,Neil Weng
1,2,2,"521/626 Heidelberg Road, Alphington","EOI $700,000 - $750,000",Apartment,,,,Jacky Ye
1,2,4,"12A Bardia Ave, Seaford","$1,100,000 - $1,200,000",House,,,295m²,Ash Marton
1,1,2,"2/1 Corhampton Road, Balwyn North","$800,000 - $880,000",Unit,Inspection tomorrow 12:00 pm,Inspection tomorrow,,Nick Roper
,,,,,,,,,
2,3,4,"2/6 Mons Street, Glen Iris",,Townhouse,Inspection Thu 18 Sep 1:15 pm,Inspection Thu 18 Sep,,Scarlett Hang
1,3,4,"7 Lang Road, Mount Waverley","$1,350,000 - $1,400,000",Townhouse,,,150m²,Lisa Suryawan
2,,3,"8 Hunter Lane, Bonbeach","$1,100,000 - $1,200,000",Townhouse,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Max McLaughlin
