web-scraper-order,web-scraper-start-url,pagination-selector,image-src,data,data2,data3,data4,data5,data6,position,position2,data7,position3,data8,price,image2-src,image3-src,name
"1758100716-44","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 1:00 pm","Inspection tomorrow","4","","Townhouse","4","2/24 Cecil Street, Kew","$2,200,000 - $2,300,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/2dcd3168f964af752dde57fe9446a97737ad0073f5f17f6ed82bc8f43eb1b1f3/main.jpg","Brian Chen"
"1758100716-45","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","Added 2 days ago","Inspection tomorrow 12:00 pm","Inspection tomorrow","2","4","House","4","31 First Avenue, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/98ecb6c67a907f8d224fc2d7c1076abfd4dd1e7a70a87c14aa82638a39b4f7a2/main.jpg","Patrick Dennis"
"1758100716-46","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100716-47","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 11 Oct","2:30 pm","Added 2 days ago","Inspection Sat 20 Sep 2:30 pm","Inspection Sat 20 Sep","1","2","Townhouse","3","67 Pakington Street, Kew","$1,550,000 - $1,650,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/454f7beb2f6c4fb068cd37c5ab574da4e0972fb4bd9e5d2feecec58f140ef8a1/main.jpg","Lauren McElroy"
"1758100716-48","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","Under offer","","","2","","Apartment","2","2 Wiltshire Drive, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/01747e1641492cdb3426e50b6de737d3b8cd3573da5d21254069aa0bbd148c7d/main.jpg","Vince Naz"
"1758100716-49","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 1:00 pm","Inspection tomorrow","1","2","House","3","29 Murray Drive, Burwood","$1,350,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/fe9ac1f57961f6c1ab9b0baadda6057cc0be2321174098792264fde3aa90aeda/main.jpg","Nicole Lismore"
"1758100716-50","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","","","Residential land","835m²","22 John Street, Kew","$5,300,000 - $5,600,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/2a80f69b9e20a444c11eda7160d14417d8f53e2a5997eecc36480eb3c0e07b4f/main.jpg","William Chen"
"1758100716-51","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 1:30 pm","Inspection Sat 20 Sep","2","2","House","4","52 Fellows Street, Kew","$5,000,000 - $5,500,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/44ace8265a5c2194b8f10e0eee397d19356869fcd7ac4a8531854e291ba3a477/main.jpg","Stuart Evans"
"1758100716-52","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100716-53","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","","","","","Stamp duty discount","","","2","2","","2","18 Barry St, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","",""
"1758100716-54","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 4:00 pm","Inspection tomorrow","2","4","House","6","86 Normanby Road, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/3181d33ff3bcfcd586c50a9bfff70d18fd4879dd99eff8276a3fde38cbf7ce9f/main.jpg","Perry Zhou"
"1758100716-55","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","","","","","","","","2","2","","3","92 Peel Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","",""
"1758100716-56","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","2","2","House","5","4 Wiltshire Drive, Kew","$2,590,000 - $2,800,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/01747e1641492cdb3426e50b6de737d3b8cd3573da5d21254069aa0bbd148c7d/main.jpg","Vince Naz"
"1758100716-57","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","4","4","House","7","210-212 Burwood Highway, Burwood","Private Sale: $3,500,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/f403fdc78f17279ecccc0d15dd6f45ffe6ea1d27b2d8a77227b30d763352e8c6/main.jpg","Jenny Gao"
"1758100716-58","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100716-59","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 11:30 am","Inspection Sat 20 Sep","2","2","Townhouse","3","2/47 Gillard Street, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/c5146887e2e77ed245aa967e802b77a84eb0f025387134ac321df7038a54b2f0/main.jpg","Janelle Gu"
"1758100716-60","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","","","","","","","","1","1","","1","361 Burwood Highway, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","",""
"1758100716-61","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 4:00 pm","Inspection tomorrow","2","","Townhouse","3","3/53 Elgar Road, Burwood","$892,500","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/02906cc6ad8fc0c9f62d0980b9bf8ef88043c1aa1e6eeb1034d0ce84508e0ed5/main.jpg","Tony Kwan"
"1758100716-62","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 3:00 pm","Inspection tomorrow","4","","House","5","55 Somers Street, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/94ded8a3a5abcc54980457bf6acdbca769a92d8fc4ec03807ff9e4d1e0691581/main.jpg","Jessica Chin"
"1758100716-63","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 20 Sep","10:00 am","","Inspection tomorrow 12:45 pm","Inspection tomorrow","2","3","Townhouse","4","1/13 Ermington Place, Kew","$1,550,000 - $1,650,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/43a186e4008838d769b548fccbd5740afd6cf3e418e83da16c36d4b5ba098d5f/main.jpg","Mark Josem"
"1758100716-64","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-2?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100720-65","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/c0e028c3e3ac06faf9f2eb90614e0e8f4bdf8f5e025da657cb8f85839cf494d8/logo.jpg","•","","","","","","4","2","House","3","77 Middleborough Road, Burwood","$2,500,000","https://i2.au.reastatic.net/800x600/cbff37929c4c76e8e906ba366f59f82cf8bfa316bd5cab2d1cac8edf7e9de0a7/image.jpg","",""
"1758100720-66","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100720-67","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","","•","","","","","","2","3","Townhouse","4","Address available on request, Burwood","","https://i2.au.reastatic.net/800x600/7853713a3dd1e0e81341d3cb42866d97afc8a87161f67967aaaf3ad0562878c6/image.jpg","",""
"1758100720-68","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","","•","","","","","","1","1","Apartment","1","110/326-328 Burwood Hwy, Burwood","$370,000-$407,000 Vendor must sell!","https://i2.au.reastatic.net/800x600/1276552dd8bbfcf0ae29a032a845a7fcd278def6bacf30ba66a1114044d8e444/image.jpg","",""
"1758100720-69","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","1","Apartment","2","G03/1277 Burke Road, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","",""
"1758100720-70","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","1","Apartment","2","201/1277 Burke Road, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","",""
"1758100720-71","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100720-72","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","2","Apartment","2","111/379-381 Burwood Highway, Burwood","$465,000-$480,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","",""
"1758100720-73","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-11?includeSurrounding=false&activeSort=relevance","","•","","","","","","1","2","Apartment","2","G01/1277 Burke Road, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","",""
